Date,"Python"
2019-09-29,262
2019-09-30,345
2019-10-01,345
2019-10-02,314
2019-10-03,320
2019-10-04,319
2019-10-05,226
2019-10-06,338
2019-10-07,360
2019-10-08,463
2019-10-09,294
2019-10-10,329
2019-10-11,348
2019-10-12,236
2019-10-13,267
2019-10-14,353
2019-10-15,384
2019-10-16,349
2019-10-17,355
2019-10-18,292
2019-10-19,264
2019-10-20,268
2019-10-21,382
2019-10-22,421
2019-10-23,364
2019-10-24,352
2019-10-25,302
2019-10-26,204
2019-10-27,214
2019-10-28,324
2019-10-29,338
2019-10-30,309
2019-10-31,360
2019-11-01,334
2019-11-02,217
2019-11-03,204
2019-11-04,345
2019-11-05,335
2019-11-06,374
2019-11-07,441
2019-11-08,332
2019-11-09,223
2019-11-10,275
2019-11-11,380
2019-11-12,319
2019-11-13,351
2019-11-14,374
2019-11-15,327
2019-11-16,273
2019-11-17,218
2019-11-18,299
2019-11-19,342
2019-11-20,332
2019-11-21,337
2019-11-22,316
2019-11-23,221
2019-11-24,261
2019-11-25,328
2019-11-26,296
2019-11-27,340
2019-11-28,318
2019-11-29,285
2019-11-30,216
2019-12-01,276
2019-12-02,329
2019-12-03,388
2019-12-04,316
2019-12-05,287
2019-12-06,319
2019-12-07,229
2019-12-08,255
2019-12-09,309
2019-12-10,354
2019-12-11,377
2019-12-12,328
2019-12-13,355
2019-12-14,249
2019-12-15,275
2019-12-16,315
2019-12-17,335
2019-12-18,309
2019-12-19,319
2019-12-20,263
2019-12-21,172
2019-12-22,198
2019-12-23,267
2019-12-24,260
2019-12-25,219
2019-12-26,242
2019-12-27,224
2019-12-28,212
2019-12-29,197
2019-12-30,244
2019-12-31,203
2020-01-01,209
2020-01-02,332
2020-01-03,298
2020-01-04,253
2020-01-05,231
2020-01-06,261
2020-01-07,366
2020-01-08,431
2020-01-09,353
2020-01-10,378
2020-01-11,254
2020-01-12,265
2020-01-13,369
2020-01-14,380
2020-01-15,382
2020-01-16,392
2020-01-17,356
2020-01-18,266
2020-01-19,249
2020-01-20,371
2020-01-21,412
2020-01-22,444
2020-01-23,409
2020-01-24,352
2020-01-25,272
2020-01-26,262
2020-01-27,370
2020-01-28,384
2020-01-29,363
2020-01-30,420
2020-01-31,335
2020-02-01,249
2020-02-02,254
2020-02-03,358
2020-02-04,349
2020-02-05,334
2020-02-06,359
2020-02-07,307
2020-02-08,228
2020-02-09,306
2020-02-10,323
2020-02-11,353
2020-02-12,365
2020-02-13,361
2020-02-14,312
2020-02-15,258
2020-02-16,303
2020-02-17,356
2020-02-18,373
2020-02-19,372
2020-02-20,338
2020-02-21,347
2020-02-22,242
2020-02-23,245
2020-02-24,347
2020-02-25,346
2020-02-26,377
2020-02-27,422
2020-02-28,312
2020-02-29,294
2020-03-01,259
2020-03-02,332
2020-03-03,379
2020-03-04,335
2020-03-05,311
2020-03-06,355
2020-03-07,215
2020-03-08,256
2020-03-09,321
2020-03-10,268
2020-03-11,310
2020-03-12,273
2020-03-13,244
2020-03-14,204
2020-03-15,235
2020-03-16,248
2020-03-17,294
2020-03-18,284
2020-03-19,294
2020-03-20,274
2020-03-21,241
2020-03-22,238
2020-03-23,304
2020-03-24,288
2020-03-25,280
2020-03-26,263
2020-03-27,355
2020-03-28,291
2020-03-29,296
2020-03-30,342
2020-03-31,370
2020-04-01,343
2020-04-02,386
2020-04-03,327
2020-04-04,240
2020-04-05,271
2020-04-06,330
2020-04-07,337
2020-04-08,394
2020-04-09,427
2020-04-10,320
2020-04-11,327
2020-04-12,329
2020-04-13,319
2020-04-14,365
2020-04-15,376
2020-04-16,379
2020-04-17,350
2020-04-18,286
2020-04-19,280
2020-04-20,390
2020-04-21,422
2020-04-22,357
2020-04-23,382
2020-04-24,401
2020-04-25,335
2020-04-26,358
2020-04-27,371
2020-04-28,410
2020-04-29,391
2020-04-30,409
2020-05-01,351
2020-05-02,307
2020-05-03,356
2020-05-04,325
2020-05-05,371
2020-05-06,417
2020-05-07,350
2020-05-08,398
2020-05-09,319
2020-05-10,326
2020-05-11,359
2020-05-12,370
2020-05-13,387
2020-05-14,360
2020-05-15,359
2020-05-16,280
2020-05-17,294
2020-05-18,342
2020-05-19,353
2020-05-20,364
2020-05-21,340
